field_1,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_basement2,was_renovated,Hub distance_HubDist
"17261","5259800440",2014/09/26,232000,"3",1.75,"1290","6604",1,false,NONE,Average,7 Average,"1290","0.0","1984",1984,"98023",47.323,-122.349,"1440","6682","0",false,0.246400563027049
"17262","7338402850",2014/11/26,250000,"4",3,"1800","2500",2,false,NONE,Average,7 Average,"1800","0.0","2000",2000,"98108",47.5333,-122.294,"1830","6900","0",false,0.998081511798267
"17263","1423910130",2015/02/11,220000,"3",1.75,"1230","8917",1,false,NONE,Good,7 Average,"1230","0.0","1966",1966,"98058",47.4528,-122.172,"1420","7938","0",false,0.653151620349093
"17264","2769602135",2014/08/13,435000,"3",2,"1380","2500",1,false,NONE,Average,7 Average,"750","630.0","1986",1986,"98107",47.6753,-122.363,"1630","3800","630",false,0.779926044368809
"17265","4365200425",2014/06/24,350000,"2",1,"740","7680",1,false,NONE,Good,6 Low Average,"740","0.0","1922",1922,"98126",47.5245,-122.371,"1080","7680","0",false,0.799551544739133
"17266","2473380920",2014/08/13,206325,"5",2.5,"1720","10202",1.5,false,NONE,Average,7 Average,"1720","0.0","1970",1970,"98058",47.4572,-122.167,"1720","8478","0",false,0.571136548530949
"17267","2473380920",2015/02/27,339000,"5",2.5,"1720","10202",1.5,false,NONE,Average,7 Average,"1720","0.0","1970",1970,"98058",47.4572,-122.167,"1720","8478","0",false,0.571136548530949
"17268","2787700630",2015/03/18,399000,"4",2.5,"2100","7355",1,false,NONE,Very Good,7 Average,"2100","0.0","1969",1969,"98059",47.5078,-122.161,"1750","7200","0",false,0.634548462446263
"17269","6917700305",2015/02/19,529000,"2",1,"1210","7667",1,false,NONE,Average,6 Low Average,"900","310.0","1950",1950,"98199",47.6571,-122.396,"1330","6462","310",false,0.431852684413515
"17270","7215720420",2015/03/04,640000,"4",2.5,"2210","7722",2,false,NONE,Average,9 Better,"2210","0.0","1999",1999,"98075",47.5992,-122.019,"2970","8683","0",false,0.175694532772198
"17271","2856100250",2014/11/06,735000,"4",2.5,"2470","2550",3,false,NONE,Average,8 Good,"2470","0.0","2004",2004,"98117",47.6765,-122.389,"1270","3060","0",false,0.616953668683624
"17272","9421500130",2014/06/16,378000,"5",2.5,"2760","8015",1,false,NONE,Good,8 Good,"1600","1160.0","1960",1960,"98125",47.7255,-122.297,"460","18000","1160",false,0.802577531859955
"17273","1250201640",2014/05/07,775000,"3",2,"2540","7200",1.5,false,GOOD,Good,8 Good,"1600","940.0","1905",1905,"98144",47.5972,-122.292,"2040","5900","940",false,0.261801555834042
"17274","5316100920",2014/07/25,2250000,"3",4.25,"5150","7800",2.5,false,AVERAGE,Average,11 Excellent,"4170","980.0","1954",1954,"98112",47.6288,-122.282,"4270","7800","980",false,0.152780815752354
"17275","6813600605",2015/01/28,1350000,"4",4.5,"3420","7440",3,false,NONE,Average,9 Better,"3420","0.0","2014",2014,"98103",47.6875,-122.33,"1360","5580","0",false,0.376113776281287
"17276","1974300020",2014/08/27,380000,"4",2.5,"2270","11500",1,false,NONE,Average,8 Good,"1540","730.0","1967",1967,"98034",47.7089,-122.241,"2020","10918","730",false,0.311617286976546
"17277","1974300020",2015/02/18,624900,"4",2.5,"2270","11500",1,false,NONE,Average,8 Good,"1540","730.0","1967",1967,"98034",47.7089,-122.241,"2020","10918","730",false,0.311617286976546
"17278","3630020380",2014/11/07,379770,"3",2.5,"1470","1779",2,false,NONE,Average,8 Good,"1160","310.0","2005",2005,"98029",47.5472,-121.998,"1470","1576","310",false,0.117842666752284
"17279","1771000290",2014/12/03,340000,"3",1.75,"1280","16200",1,false,NONE,Average,8 Good,"1030","250.0","1976",1976,"98077",47.7427,-122.071,"1160","10565","250",false,0.201655924541179
"17280","5126310470",2015/01/15,515500,"4",2.75,"2830","8126",2,false,NONE,Average,8 Good,"2830","0.0","2005",2005,"98059",47.4863,-122.14,"2830","7916","0",false,0.795223086530869
"17281","1870400605",2014/11/17,600000,"4",2.25,"1970","7125",1.5,false,NONE,Average,7 Average,"1500","470.0","1908",1908,"98115",47.6725,-122.293,"1980","4750","470",false,0.951716909433094
"17282","4047200825",2014/10/11,400000,"1",1,"1390","60984",1,false,NONE,Average,6 Low Average,"1390","0.0","1960",1960,"98019",47.7652,-121.903,"1620","24225","0",false,0.152740117000508
"17283","7304300430",2014/12/01,364000,"4",1,"1020","11383",1.5,false,NONE,Very Good,6 Low Average,"1020","0.0","1947",1947,"98155",47.7429,-122.321,"1290","11213","0",false,0.460855574319936
"17284","8079010190",2014/06/26,440000,"4",2.5,"2250","7526",2,false,NONE,Average,8 Good,"2250","0.0","1989",1989,"98059",47.5123,-122.15,"1980","7526","0",false,0.318624293786969
"17285","1453600182",2014/05/28,285000,"2",1,"800","6240",1,false,NONE,Average,6 Low Average,"800","0.0","1954",1954,"98125",47.7257,-122.296,"1530","8000","0",false,0.758442982464505
"17286","9828700235",2015/04/01,669000,"3",1,"1560","4500",1.5,false,NONE,Very Good,7 Average,"1560","0.0","1915",1915,"98112",47.6204,-122.292,"1530","4500","0",false,0.47011276060303
"17287","3448002285",2014/07/02,475000,"4",2,"2100","13468",1,false,NONE,Very Good,7 Average,"1050","1050.0","1962",1962,"98125",47.7139,-122.292,"1470","8675","1050",false,0.695042221057927
"17288","2513500010",2015/05/04,747000,"2",1,"990","4000",1,false,NONE,Good,7 Average,"990","0.0","1911",1911,"98103",47.6589,-122.341,"1560","4000","0",false,0.7519804536649
"17289","9284801100",2015/01/05,317000,"3",1.5,"1060","5750",1,false,NONE,Fair,7 Average,"1060","0.0","1981",1981,"98126",47.5532,-122.372,"1060","5750","0",false,0.235752089883276
"17290","8901000491",2014/08/28,390000,"2",1,"1270","8164",1,false,NONE,Good,6 Low Average,"1270","0.0","1941",1941,"98125",47.7116,-122.311,"1580","9095","0",false,1.05605153605452
"17291","452002135",2015/04/22,1070000,"4",2.5,"2740","5000",2,false,NONE,Average,9 Better,"2740","0.0","2012",2012,"98107",47.674,-122.371,"1660","5000","0",false,0.9279179503852
"17292","6610000591",2014/10/21,1210000,"4",2.75,"2470","5500",1,false,GOOD,Average,9 Better,"1570","900.0","1960",2005,"98107",47.6586,-122.358,"1620","5500","900",true,0.400287932002569
"17293","7518501025",2015/03/27,580000,"3",1.75,"1970","5100",1,false,NONE,Average,7 Average,"1130","840.0","1908",1965,"98117",47.6831,-122.379,"1250","4080","840",true,1.18152369164605
"17294","6072400470",2014/11/13,518000,"4",2.5,"2070","10244",1,false,NONE,Average,8 Good,"1370","700.0","1969",1969,"98006",47.5592,-122.178,"2070","9683","700",false,0.387595598794933
"17295","1865800250",2014/12/04,147500,"3",1.75,"1010","6552",1,false,NONE,Average,7 Average,"1010","0.0","1969",1969,"98042",47.375,-122.117,"1010","6552","0",false,0.475199261367665
"17296","6072650250",2015/04/24,555000,"4",2.25,"2220","8125",1,false,NONE,Good,8 Good,"1450","770.0","1965",1965,"98006",47.5429,-122.177,"1980","8700","770",false,0.715353928033551
"17297","8807900233",2014/06/30,427500,"2",2,"1090","934",3,false,NONE,Average,8 Good,"1090","0.0","2008",2008,"98109",47.6341,-122.342,"1090","1376","0",false,0.0926628412484407
"17298","3585901025",2014/06/13,1740000,"3",2.5,"4310","32093",1.5,false,EXCELLENT,Very Good,10 Very Good,"2510","1800.0","1982",1982,"98177",47.7624,-122.38,"3810","26400","1800",false,0.140647147185796
"17299","9238440020",2014/07/17,265950,"3",2.5,"1490","3840",2,false,NONE,Average,7 Average,"1490","0.0","2002",2002,"98042",47.374,-122.133,"2060","4384","0",false,0.24211387750443
"17300","9325800005",2014/12/01,247500,"2",1,"700","6046",1,false,NONE,Average,6 Low Average,"700","0.0","1950",1950,"98133",47.7172,-122.34,"990","6790","0",false,0.265822954791042
"17301","7520000020",2014/05/23,244000,"4",1,"1450","8960",1,false,NONE,Average,6 Low Average,"1450","0.0","1943",1943,"98146",47.4972,-122.348,"1160","7680","0",false,0.397710683518617
"17302","3904920380",2015/03/23,578550,"3",2.5,"2120","6602",2,false,NONE,Good,8 Good,"2120","0.0","1989",1989,"98029",47.5669,-122.012,"2330","7795","0",false,0.226262863098144
"17303","3630080430",2014/06/17,451000,"4",2.5,"1670","3315",2,false,NONE,Average,7 Average,"1670","0.0","2005",2005,"98029",47.5532,-121.998,"1650","2051","0",false,0.142464318741473
"17304","8682262230",2014/08/26,489000,"2",1.75,"1810","4220",2,false,NONE,Average,8 Good,"1810","0.0","2004",2004,"98053",47.7177,-122.034,"1350","4479","0",false,0.0764070765535064
"17305","3326079016",2015/05/04,190000,"2",1,"710","1164794",1,false,NONE,Fair,5 Fair,"710","0.0","1915",1915,"98014",47.6888,-121.909,"1680","16730","0",false,0.396081331537135
"17306","7214800430",2015/03/05,475000,"3",3,"2540","18900",1,false,NONE,Average,7 Average,"1580","960.0","1978",1978,"98072",47.754,-122.144,"2270","16000","960",false,0.249511978295483
"17307","6430000275",2014/05/06,485000,"3",2,"1420","4080",1.5,false,NONE,Average,7 Average,"1420","0.0","1905",2013,"98103",47.6872,-122.349,"1420","4590","0",true,0.508939689423756
"17308","1924079090",2014/10/16,530000,"3",2.75,"2440","45738",2,false,NONE,Average,8 Good,"1840","600.0","1987",1987,"98027",47.5453,-121.957,"2440","189100","600",false,0.929996012983763
"17309","1509500380",2015/01/28,379000,"4",2.5,"2570","10155",2,false,NONE,Average,9 Better,"2570","0.0","1994",1994,"98030",47.3842,-122.17,"2770","10155","0",false,0.164504228001351
"17310","9809000010",2015/01/06,1630000,"5",2.5,"3090","16583",2,false,NONE,Good,9 Better,"3090","0.0","1964",1964,"98004",47.6458,-122.218,"3740","17853","0",false,0.181925713950869
"17311","8722101100",2015/03/19,739000,"3",1.75,"2050","5160",1.5,false,NONE,Good,8 Good,"1300","750.0","1926",1926,"98112",47.6374,-122.304,"2220","5960","750",false,0.44653160492919
"17312","8651410670",2014/11/25,189950,"3",1,"920","6460",1,false,NONE,Very Good,6 Low Average,"920","0.0","1969",1969,"98042",47.3665,-122.082,"920","4770","0",false,0.257916208979072
"17313","3629830250",2014/12/22,637500,"4",3,"2320","4468",2,false,NONE,Average,8 Good,"2160","160.0","1999",1999,"98029",47.546,-122.009,"2330","3541","160",false,0.117645533226649
"17314","868001435",2015/01/27,2230000,"3",3,"3450","16740",1,false,EXCELLENT,Good,9 Better,"1960","1490.0","1949",1949,"98177",47.7067,-122.38,"3220","12528","1490",false,0.0898239945323647
"17315","4168100020",2014/12/04,209950,"3",1,"1660","8800",1,false,NONE,Good,7 Average,"960","700.0","1963",1963,"98023",47.3212,-122.352,"1370","10112","700",false,0.37366692306675
"17316","814000020",2015/02/20,460000,"3",1,"1130","7000",1,false,NONE,Average,6 Low Average,"830","300.0","1944",1944,"98125",47.7132,-122.283,"1050","7000","300",false,0.299889678144558
"17317","7852010950",2014/10/20,543500,"4",2.5,"2550","5835",2,false,NONE,Average,8 Good,"2550","0.0","1998",1998,"98065",47.5373,-121.87,"2420","5817","0",false,0.12021105204347
"17318","2395710010",2014/06/05,376000,"4",2.75,"2420","5773",2,false,NONE,Average,8 Good,"2420","0.0","2005",2005,"98038",47.3772,-122.029,"2420","6200","0",false,0.221746049357184
"17319","3630000130",2014/10/28,430000,"3",2.25,"1470","1703",2,false,NONE,Average,8 Good,"1470","0.0","2005",2005,"98029",47.5478,-121.999,"1380","1107","0",false,0.0558024100772008
"17320","2105200010",2014/09/04,515000,"4",2.5,"2030","39049",1,false,NONE,Good,7 Average,"1530","500.0","1953",1953,"98166",47.4413,-122.345,"2400","14605","500",false,0.403157298556619
"17321","2856100381",2014/07/11,580000,"7",2.75,"2310","2400",1.5,false,NONE,Average,6 Low Average,"2310","0.0","1915",1915,"98117",47.6775,-122.39,"1340","3825","0",false,0.682660641225213
"17322","5608030020",2015/02/03,600000,"5",3.5,"3370","16846",2,false,FAIR,Average,9 Better,"2650","720.0","1998",1998,"98027",47.5584,-122.089,"3330","13000","720",false,0.438999606187796
"17323","3404700080",2014/11/12,476800,"3",1.75,"1900","43700",1.5,false,NONE,Good,6 Low Average,"1900","0.0","1919",1919,"98052",47.7265,-122.136,"2070","43995","0",false,0.874112768431538
"17324","1890000275",2015/04/29,815000,"3",1.5,"1940","3570",2,false,NONE,Good,8 Good,"1740","200.0","1916",1916,"98105",47.6618,-122.325,"1580","3570","200",false,0.576732183586534
"17325","7852000010",2014/05/27,455600,"3",2.5,"2420","8252",2,false,NONE,Average,7 Average,"2420","0.0","1998",1998,"98065",47.5382,-121.871,"2420","5818","0",false,0.125078733111289
"17326","5230300280",2014/05/15,270000,"3",1,"1010","9514",1,false,NONE,Average,7 Average,"1010","0.0","1969",1969,"98059",47.4936,-122.105,"1010","9514","0",false,0.272807194734345
"17327","4232902335",2014/08/14,1200000,"5",4,"2710","2800",3,false,NONE,Average,10 Very Good,"2380","330.0","1974",2008,"98119",47.6346,-122.364,"1530","3600","330",true,0.74911240453915
"17328","4232900250",2014/07/10,525000,"2",1.5,"1340","3600",1.5,false,NONE,Average,7 Average,"1340","0.0","1903",1903,"98119",47.6358,-122.364,"1340","3600","0",false,0.828329077475123
"17329","1312930250",2014/05/28,242000,"3",1.75,"1310","9645",1,false,NONE,Average,7 Average,"1310","0.0","1979",1979,"98198",47.4051,-122.29,"1440","9893","0",false,0.618210658605609
"17330","6446200305",2014/06/23,715000,"4",2.5,"2650","30500",1,false,NONE,Good,8 Good,"1680","970.0","1960",1960,"98029",47.5535,-122.028,"2650","30500","970",false,0.224738280336631
"17331","7852020670",2015/04/02,475000,"3",2.75,"1890","3938",2,false,NONE,Average,8 Good,"1890","0.0","1999",1999,"98065",47.5336,-121.867,"1890","4142","0",false,0.157984005930124
"17332","4475000170",2014/11/11,370000,"4",3,"2580","5511",2,false,NONE,Average,8 Good,"2580","0.0","1999",1999,"98058",47.4286,-122.185,"2010","5600","0",false,0.21552468984226
"17333","7202360170",2014/05/23,788600,"4",2.75,"3500","7200",2,false,NONE,Average,9 Better,"3500","0.0","2005",2005,"98053",47.6818,-122.025,"3920","7666","0",false,0.0434030068192651
"17334","6146600185",2014/05/07,160000,"2",1,"1040","13100",1,false,NONE,Very Good,6 Low Average,"1040","0.0","1912",1912,"98032",47.3877,-122.234,"910","5080","0",false,0.568587769513593
"17335","2825079001",2014/08/14,800000,"5",1.75,"1930","501376",2,false,NONE,Average,7 Average,"1930","0.0","1930",1930,"98014",47.6294,-121.911,"1710","87120","0",false,0.457102729786472
"17336","3905040780",2014/09/24,520000,"4",3,"2190","5085",2,false,NONE,Good,8 Good,"2190","0.0","1992",1992,"98029",47.5693,-122.002,"2130","5142","0",false,0.0450672535570472
"17337","2488200168",2014/07/18,725000,"3",1.75,"1530","4000",2,false,NONE,Average,8 Good,"1530",?,"1985",1985,"98136",47.5239,-122.388,"2140","5000","0",false,0.267562741712141
"17338","3336000170",2014/10/03,335000,"4",1,"1480","6500",1.5,false,NONE,Good,7 Average,"1480","0.0","1914",1914,"98118",47.5282,-122.267,"2380","6000","0",false,0.207375383203259
"17339","8835700010",2015/01/16,919000,"4",2.5,"3620","17133",1,false,EXCELLENT,Average,10 Very Good,"2220","1400.0","1993",1993,"98075",47.5604,-122.027,"3530","17026","1400",false,0.164207584014865
"17340","303800020",2015/05/13,425000,"3",2.75,"3370","13929",2,false,NONE,Average,9 Better,"2650","720.0","1986",1986,"98092",47.3411,-122.197,"2150","14048","720",false,0.489083396795703
"17341","3971700670",2015/03/14,420000,"5",2.5,"2100","14395",1,false,NONE,Average,7 Average,"1140","960.0","1983",1983,"98155",47.7723,-122.317,"1830","8700","960",false,0.399974476075774
"17342","2481610050",2014/11/24,905000,"4",3,"3370","47959",2,false,NONE,Good,10 Very Good,"3370","0.0","1981",1981,"98072",47.733,-122.129,"3370","38896","0",false,0.715781070935882
"17343","4154304505",2014/09/19,435000,"2",1,"2240","7200",1,false,NONE,Good,7 Average,"1120","1120.0","1940",1940,"98118",47.5631,-122.271,"1390","6000","1120",false,0.128499349230304
"17344","7202330170",2014/07/17,438000,"3",2.5,"1650","3031",2,false,NONE,Average,7 Average,"1650","0.0","2003",2003,"98053",47.682,-122.034,"1560","3070","0",false,0.190258256053182
"17345","9430100020",2014/06/17,725000,"4",2.75,"2630","7505",2,false,NONE,Average,8 Good,"2630","0.0","1994",1994,"98052",47.6846,-122.163,"2670","7506","0",false,0.157338097772858
"17346","2436700280",2014/05/28,840000,"4",1.75,"2330","4000",2,false,NONE,Very Good,8 Good,"1300","1030.0","1924",1924,"98105",47.666,-122.289,"2040","4000","1030",false,0.46551548512231
"17347","7525211410",2014/07/15,425500,"3",2.5,"1970","2752",2,false,NONE,Average,8 Good,"1970","0.0","1978",1978,"98052",47.6345,-122.108,"1850","2778","0",false,0.59421402877069
"17348","3760500514",2014/09/12,853505,"3",2.5,"2820","14890",1,false,EXCELLENT,Average,9 Better,"1770","1050.0","1985",1985,"98034",47.7019,-122.228,"3740","14890","1050",false,0.129414594513956
"17349","4067600255",2014/05/22,398000,"2",1,"590","10945",1.5,false,NONE,Average,5 Fair,"590","0.0","1983",1983,"98010",47.3364,-122.033,"2020","15180","0",false,0.0431554374665778
"17350","7853302130",2014/06/04,418500,"3",2.5,"2060","4399",2,false,NONE,Average,7 Average,"2060","0.0","2007",2007,"98065",47.5415,-121.884,"2060","4399","0",false,0.535043098199394
"17351","811000050",2014/12/31,826000,"3",1.5,"1890","5000",1.5,false,NONE,Average,9 Better,"1890","0.0","1929",1929,"98109",47.6312,-122.353,"2560","5000","0",false,0.578249160900122
"17352","8691330130",2014/06/11,742000,"4",2.5,"2810","10986",2,false,NONE,Average,10 Very Good,"2810","0.0","1997",1997,"98075",47.5943,-121.981,"3540","10986","0",false,0.315930922585668
"17353","6623400050",2014/09/09,180000,"4",1,"1470","18581",1.5,false,NONE,Average,6 Low Average,"1470","0.0","1924",1924,"98055",47.4336,-122.197,"1770","18581","0",false,0.387273752260479
"17354","9542801410",2015/01/14,286000,"4",1.75,"2190","8400",2,false,NONE,Fair,8 Good,"2190","0.0","1978",1978,"98023",47.3003,-122.373,"2410","7700","0",false,0.347262106500222
"17355","7202330190",2014/10/01,421200,"3",2.5,"1440","3060",2,false,NONE,Average,7 Average,"1440","0.0","2003",2003,"98053",47.6821,-122.035,"1650","3060","0",false,0.189935472518739
"17356","3303950660",2014/07/31,390000,"3",3,"2480","14141",1,false,NONE,Average,8 Good,"1500","980.0","1994",1994,"98038",47.3778,-122.033,"2480","10667","980",false,0.101386594061937
"17357","4140930010",2014/09/19,739000,"4",2.5,"2780","6737",2,false,NONE,Average,9 Better,"2780","0.0","2002",2002,"98006",47.5656,-122.122,"2750","7950","0",false,0.6276866595647
"17358","2724069169",2014/07/24,499900,"4",3,"2180","12196",2,false,NONE,Good,7 Average,"2180","0.0","1968",1968,"98027",47.5338,-122.033,"1500","6534","0",false,0.397699935560478
"17359","7979900430",2014/12/03,670000,"3",2.25,"3340","13805",1,false,NONE,Average,8 Good,"3340","0.0","1950",1950,"98155",47.744,-122.292,"2060","12304","0",false,0.38084659200059
"17360","1338300010",2014/10/13,842500,"3",2.25,"2560","3996",1.5,false,NONE,Average,8 Good,"2150","410.0","1910",1910,"98112",47.6321,-122.306,"2970","4320","410",false,0.479442920480195
"17361","5238800020",2014/12/08,492500,"2",2.25,"1600","80400",2,false,NONE,Good,7 Average,"1600","0.0","1978",1978,"98070",47.4422,-122.505,"1600","198414","0",false,0.206661975036983
"17362","4154305575",2014/09/03,836500,"3",2.5,"2230","7200",3,false,GOOD,Average,9 Better,"2230","0.0","1996",1996,"98118",47.558,-122.265,"2230","7200","0",false,0.104549547466038
"17363","6821102385",2015/03/26,334000,"2",1,"900","1818",2,false,NONE,Good,7 Average,"900","0.0","1945",1945,"98199",47.6485,-122.397,"1570","1830","0",false,0.297149891452786
"17364","6600410480",2014/08/28,179900,"3",1,"1010","9920",1,false,NONE,Average,6 Low Average,"1010","0.0","1977",1977,"98042",47.3238,-122.14,"1270","9680","0",false,0.728421580635013
"17365","4146800050",2014/11/26,563000,"3",2,"1580","5289",1,false,NONE,Average,7 Average,"870","710.0","1940",1940,"98103",47.6881,-122.342,"1310","5535","710",false,0.279510019994671
"17366","3793500050",2015/03/03,310000,"3",2.5,"1890","6300",2,false,NONE,Average,7 Average,"1890","0.0","2003",2003,"98038",47.3673,-122.031,"2100","6525","0",false,0.218062184823276
"17367","641900050",2014/08/19,335000,"4",2.25,"2160","8817",1,false,NONE,Average,7 Average,"1460","700.0","1965",1965,"98133",47.7595,-122.356,"1880","8817","700",false,0.398576311985044
"17368","641900050",2015/02/06,499950,"4",2.25,"2160","8817",1,false,NONE,Average,7 Average,"1460","700.0","1965",1965,"98133",47.7595,-122.356,"1880","8817","700",false,0.398576311985044
"17369","2402100715",2014/07/26,658500,"2",1,"1410","5101",1.5,false,NONE,Average,8 Good,"1410","0.0","1927",1927,"98103",47.6872,-122.333,"1410","4224","0",false,0.238544325642048
"17370","1453602313",2014/10/29,297000,"2",1.5,"1430","1650",3,false,NONE,Average,7 Average,"1430","0.0","1999",1999,"98125",47.7222,-122.29,"1430","1650","0",false,0.419765610760829
"17371","1890000225",2014/06/20,725000,"6",1.75,"2380","4080",2,false,NONE,Average,8 Good,"2380","0.0","1917",1917,"98105",47.6629,-122.325,"2030","4080","0",false,0.614606738968593
"17372","7525900050",2014/12/05,780000,"3",2.25,"2206","82031",1,false,AVERAGE,Average,6 Low Average,"866","1340.0","1983",1983,"98074",47.6302,-122.069,"2590","53024","1340",false,0.0881562396086473
"17373","6413600290",2014/05/09,252500,"3",1,"1030","6127",1,false,NONE,Average,7 Average,"880","150.0","1947",1947,"98125",47.7192,-122.32,"1610","6127","150",false,0.451431012907918
"17374","952006728",2014/06/13,330000,"3",2.5,"1070","1155",2,false,NONE,Average,7 Average,"720","350.0","2005",2005,"98102",47.5617,-122.385,"1120","2594","350",false,0.826977756797329
"17375","1088801350",2015/02/10,525000,"3",2.5,"2320","9610",1,false,NONE,Average,9 Better,"1730","590.0","1990",1990,"98011",47.7394,-122.204,"2450","9608","590",false,0.250975619810166
"17376","3575302759",2014/08/06,365000,"2",1.75,"1270","7500",1,false,NONE,Good,7 Average,"1270","0.0","1982",1982,"98074",47.6186,-122.063,"1280","7500","0",false,0.254322090602845
"17377","3508100161",2015/03/27,500000,"4",3,"2570","9104",2,false,AVERAGE,Average,7 Average,"2570","0.0","1930",1930,"98116",47.5821,-122.401,"1630","4950","0",false,0.0819331321792311
"17378","8651410190",2014/11/12,179950,"3",1,"920","4875",1,false,NONE,Very Good,6 Low Average,"920","0.0","1969",1969,"98042",47.3648,-122.081,"960","5200","0",false,0.38198712031782
"17379","1823099028",2014/07/22,440000,"3",2,"1790","32379",1,false,NONE,Average,7 Average,"1790","0.0","2007",2007,"98045",47.4826,-121.698,"2290","43560","0",false,0.197413093926068
"17380","745000005",2014/08/25,145000,"1",0.75,"480","9750",1,false,NONE,Fair,4 Low,"480","0.0","1948",1948,"98146",47.4982,-122.362,"1550","9924","0",false,0.520691269555413
"17381","9414700020",2015/04/22,331000,"4",3,"2483","5701",2,false,NONE,Average,8 Good,"2483","0.0","2005",2005,"98030",47.3623,-122.199,"2075","5720","0",false,0.0934964548847061
"17382","2331300415",2014/06/20,780000,"3",2.25,"2140","3000",2,false,NONE,Average,9 Better,"2140","0.0","1905",1905,"98103",47.6767,-122.351,"1430","4712","0",false,0.225817065552742
"17383","6815100380",2015/05/14,855000,"3",1.75,"1900","4000",1,false,NONE,Average,7 Average,"1300","600.0","1965",1965,"98103",47.6854,-122.331,"1880","4000","600",false,0.235834017264995
"17384","7575610250",2014/10/14,225000,"3",2.25,"1650","7739",1,false,NONE,Average,8 Good,"1290","360.0","1986",1986,"98003",47.3532,-122.304,"1650","6033","360",false,0.472909416917468
"17385","5153900080",2014/07/14,199000,"3",1,"1510","9100",1,false,NONE,Average,7 Average,"1510","0.0","1966",1966,"98003",47.3331,-122.319,"1180","7220","0",false,0.512787807004532
"17386","7525410190",2014/05/02,550000,"3",1.75,"2910","35200",1.5,false,NONE,Average,8 Good,"2910","0.0","1979",1979,"98075",47.5747,-122.035,"2590","37500","0",false,0.335859734897476
"17387","6819100020",2014/05/29,1430000,"4",4.25,"4960","6000",2.5,false,NONE,Average,11 Excellent,"3680","1280.0","1909",2003,"98109",47.6437,-122.356,"2160","4080","1280",true,0.377298739151974
"17388","1868902745",2014/05/02,805000,"3",2,"2710","4500",1.5,false,NONE,Good,8 Good,"1880","830.0","1929",1929,"98115",47.6747,-122.295,"2060","4500","830",false,1.13084232177224
"17389","3783100080",2014/06/04,261000,"3",1.5,"1810","29308",1,false,NONE,Average,7 Average,"950","860.0","1983",1983,"98042",47.3585,-122.067,"1790","37531","860",false,0.300039355562636
"17390","3327750020",2014/09/09,347000,"3",1,"940","9198",1,false,NONE,Average,7 Average,"940","0.0","1968",1968,"98052",47.6889,-122.117,"1430","8370","0",false,1.1680031920495
"17391","1112700010",2014/06/19,390000,"3",2.25,"1600","10240",1,false,NONE,Average,7 Average,"1090","510.0","1979",1979,"98034",47.7281,-122.232,"1520","9394","510",false,0.148799460509493
"17392","9269260420",2014/11/10,436000,"4",2.5,"2640","3899",2,false,NONE,Average,7 Average,"2640","0.0","2000",2000,"98011",47.754,-122.217,"2460","4057","0",false,1.21273918739254
"17393","9286730020",2015/03/31,1800000,"5",3.25,"3890","20005",1,false,NONE,Average,10 Very Good,"2260","1630.0","1977",1977,"98004",47.6312,-122.224,"3450","20176","1630",false,0.528215331981513
"17394","8673400190",2014/07/23,557000,"3",2.5,"1630","1587",3,false,NONE,Average,8 Good,"1630","0.0","2004",2004,"98107",47.6693,-122.393,"1500","1527","0",false,0.123650572642196
"17395","1951600250",2015/04/06,135000,"3",1,"830","9600",1,false,NONE,Average,7 Average,"830","0.0","1959",1959,"98032",47.3698,-122.297,"1240","9198","0",false,0.434308507717484
"17396","3296900280",2015/03/25,425000,"3",2.5,"1800","14036",2,false,NONE,Average,8 Good,"1800","0.0","1993",1993,"98019",47.7334,-121.97,"2450","14025","0",false,0.343272094033412
"17397","5459000305",2015/04/08,648752,"3",2.25,"2060","9953",1,false,NONE,Very Good,8 Good,"1070","990.0","1964",1964,"98040",47.5767,-122.233,"2340","9600","990",false,0.460026442531103
"17398","4122900020",2014/06/26,1390000,"4",3,"4040","20001",1,false,NONE,Average,9 Better,"2020","2020.0","1972",2001,"98004",47.6408,-122.212,"2990","20098","2020",true,0.211667672128399
"17399","5212000020",2015/03/24,630100,"4",2.75,"1910","11356",1,false,NONE,Very Good,7 Average,"1160","750.0","1977",1977,"98033",47.6999,-122.2,"1770","11357","750",false,0.325240355059666
"17400","1825079005",2014/06/09,739000,"4",2.5,"2800","246114",2,false,NONE,Average,9 Better,"2800","0.0","1999",1999,"98014",47.6586,-121.962,"2750","60351","0",false,0.434872082433935
"17401","6450303235",2014/08/18,269000,"3",1.5,"1320","2625",2,false,NONE,Average,7 Average,"1320","0.0","1986",1986,"98133",47.7316,-122.338,"1230","5250","0",false,0.579602247135358
"17402","7227501190",2015/04/27,250000,"3",1,"1220","5038",1,false,NONE,Very Good,6 Low Average,"1220","0.0","1942",1942,"98056",47.496,-122.189,"1140","5038","0",false,0.730291564587742
"17403","7853300020",2015/03/20,475000,"5",2.75,"3100","5298",2,false,NONE,Average,7 Average,"3100","0.0","2007",2007,"98065",47.5369,-121.887,"2440","5250","0",false,0.157880751252322
"17404","2922703235",2014/11/19,290000,"1",1,"550","5700",1,false,NONE,Fair,6 Low Average,"550","0.0","1916",1916,"98117",47.6846,-122.366,"1100","4560","0",false,1.09094281776827
